n_gt_030,n_gt_045,global_max_absCC
0,0,0.1677651497457759
2,0,0.4097530677817391
5,0,0.32566476000372796
0,0,0.2185953590835771
0,0,0.2363076320352317
0,0,0.2888435452688988
30,6,0.5277155859059552
1,0,0.39771463758580755
0,0,0.19820553452552392
0,0,0.16594812412443824
1,0,0.33134464915369344
0,0,0.2179544048209848
0,0,0.23714665062060994
0,0,0.28910835312913574
3,0,0.3489091127028763
0,0,0.20003843835831894
0,0,0.23065748883332965
9,0,0.37492361518088557
0,0,0.28716326806637926
0,0,0.2595590622408009
0,0,0.23553682155576847
0,0,0.1943730078050575
1,0,0.3027884679996454
0,0,0.2711250132798314
0,0,0.29507775877157255
0,0,0.2760611116519885
0,0,0.1919845694003752
0,0,0.2751702901880227
0,0,0.1664847091291517
1,0,0.3279940902662952
0,0,0.2785511223278684
0,0,0.17492429652316593
0,0,0.24398551668342644
1,0,0.3309884416943122
1,0,0.3775886103971952
1,0,0.3527308930528643
2,2,0.7699306587225149
0,0,0.29812709382042357
0,0,0.2025464294904654
0,0,0.236717978839051
0,0,0.25379721736252225
0,0,0.28447294983112986
0,0,0.14272227269950252
2,0,0.38885470894339025
0,0,0.2933360073768483
0,0,0.16951374356831744
0,0,0.2247418862862279
0,0,0.24705756857463299
0,0,0.2567748690970018
1,0,0.3779239750028943
0,0,0.18408283646306497
1,0,0.35213674510471105
0,0,0.17309006255503914
1,0,0.32838505340365975
0,0,0.2763634975215842
0,0,0.2662787206847789
0,0,0.25146499344399253
0,0,0.28542795103918434
54,4,0.5893692398816112
1,0,0.3899124391410357
0,0,0.22273433183759414
4,0,0.3692752731555228
0,0,0.2379320848280722
2,2,0.5241295045533206
0,0,0.2073384048561673
1,0,0.33728153422831536
0,0,0.20406965023521445
0,0,0.1974840706487911
2,0,0.3565907607349287
0,0,0.24358114219717764
1,0,0.3378721679702105
0,0,0.24184232299369132
0,0,0.20791872093092856
1,0,0.33788225257443505
0,0,0.2745772174725665
1,0,0.3557295503558195
1,0,0.30580995227272517
0,0,0.24774975666278382
0,0,0.28020329786078646
36,4,0.5685683501840926
0,0,0.29448330799018557
0,0,0.2556043260487771
1,0,0.43445744761880273
36,2,0.5189612727554059
0,0,0.18449104283442402
0,0,0.29925257446878073
0,0,0.19127982422057876
2,0,0.33541654801361426
0,0,0.20583253062088278
4,0,0.4116558345784123
1,0,0.31005567446278426
1,0,0.354637270219622
0,0,0.18749301439093258
2,1,0.45600026454025144
1,0,0.44850033280807344
0,0,0.23670707454460904
0,0,0.2722626244906862
7,1,0.5213427376653665
0,0,0.15311132650993706
35,0,0.3869264486522507
0,0,0.275732954803873
0,0,0.2665063725301788
0,0,0.2760265799624638
0,0,0.22229934632983225
1,0,0.32670862874633533
4,1,0.5063985340707157
0,0,0.2863355288681138
1,0,0.379738692183189
1,0,0.41607903999548457
0,0,0.2667051077745087
0,0,0.22579196477276983
1,0,0.424692387705378
17,3,0.5536071209031769
0,0,0.20881829600124194
3,0,0.3370073065524794
5,0,0.43338828214337005
1,0,0.38107655704038296
1,0,0.30478645556522976
0,0,0.1589658955476082
0,0,0.2251583195252232
0,0,0.2180557846170823
0,0,0.24270653712796272
1,0,0.38848394361052613
0,0,0.22800922184947844
3,0,0.3231031900162782
0,0,0.22712510224488092
0,0,0.1535508278062735
1,0,0.35835403764947
9,2,0.5113467295133022
0,0,0.18637531538614566
1,0,0.3206578522827182
0,0,0.23821877688302562
0,0,0.16901936394689143
0,0,0.18091939190964215
2,1,0.4933940557587536
9,1,0.5975084924837484
0,0,0.18266926420895732
0,0,0.22756740965976877
0,0,0.26813831779052605
6,0,0.4438753063086146
0,0,0.26395046794131516
0,0,0.23486166387735946
0,0,0.18243283950483272
0,0,0.24331901729701474
0,0,0.2513005087644253
0,0,0.18465206481045837
2,1,0.47113418166186083
0,0,0.26252071956595935
0,0,0.2811721730547565
0,0,0.24567867840475144
0,0,0.22992295282364442
0,0,0.22955292743188527
1,0,0.3055983140161615
1,0,0.30078458293699895
0,0,0.2162370962841202
3,1,0.5294896475228106
0,0,0.278012739200475
0,0,0.21836748876855885
3,0,0.3182395163411377
7,0,0.3723911885369538
2,0,0.42601640502260296
1,0,0.368564555077912
0,0,0.18652501604452476
0,0,0.28014552192838915
7,0,0.44630739560375343
1,0,0.32788504853800565
1,0,0.30498226245805093
0,0,0.23347971626327577
0,0,0.2545674061621528
1,1,0.513782469653906
0,0,0.27778203186745715
1,0,0.30884847758914574
0,0,0.2178446638278266
0,0,0.21533726445978016
0,0,0.1736093014440139
0,0,0.24593752464277524
19,0,0.3792789830001089
0,0,0.27382937214726305
1,0,0.3002587843598362
20,2,0.4903585982770551
0,0,0.24752170612979693
0,0,0.20333582721397314
0,0,0.2220330931767497
1,0,0.3015056988210877
6,0,0.44127538591199844
4,0,0.34312224163138966
97,2,0.4983997017299281
0,0,0.20183467502987518
4,0,0.40007796166799836
1,0,0.3212367030142002
0,0,0.18835956319125038
0,0,0.2852215788568803
0,0,0.18191783010084248
0,0,0.1739098384073954
2,0,0.4357446523687882
0,0,0.28271474230488025
2,0,0.4246531692481294
0,0,0.25834080743689425
0,0,0.24895747979439872
0,0,0.20629714162378135
5,0,0.37666778703066245
12,6,0.7101832851372996
2,0,0.36390537141152235
2,0,0.34226548873337753
1,0,0.32913838934004447
1,0,0.334466214728842
0,0,0.24361444466529356
14,2,0.615530562914316
1,0,0.3422074816433751
1,0,0.31477907186918974
0,0,0.1718401753369091
0,0,0.253604518713793
0,0,0.19010572784146054
7,0,0.4186909353186823
4,0,0.3544087710639933
0,0,0.21027217792564773
0,0,0.237682965912659
1,0,0.30925407076091516
2,0,0.31795638689164435
0,0,0.251827853194233
0,0,0.2313448451412678
2,0,0.32730547969686763
0,0,0.2914726255936325
1,0,0.36410798871282346
0,0,0.2737417776264076
0,0,0.25088026683037984
0,0,0.25620606653719985
0,0,0.2683914364604233
16,4,0.6738236990383761
3,1,0.46893913419595923
0,0,0.23647734353926347
1,0,0.342689327091171
0,0,0.2937635329760245
0,0,0.15620670792354424
6,1,0.5710305025934911
4,0,0.374838659727524
0,0,0.22962008862563144
0,0,0.19485439155690687
7,0,0.38846064017299564
0,0,0.22457219296003791
6,1,0.5112223919817763
0,0,0.22552303816011052
0,0,0.1974179314515765
0,0,0.22040672452657037
0,0,0.26436131148756425
0,0,0.27616688968218184
0,0,0.20340762256304784
62,4,0.5827275708129456
4,0,0.3228465171049564
0,0,0.2708698731660278
3,0,0.3582131784461969
0,0,0.16374023496228385
1,0,0.35161068319420247
1,0,0.3631014805033026
0,0,0.2536003051126358
3,0,0.34497890795012
2,0,0.30066892062286055
1,0,0.387196565167767
2,0,0.37988921449683494
2,1,0.6562335095062187
1,0,0.3025575816405644
1,0,0.3520602303112176
0,0,0.19006686964596078
3,1,0.4811409884084597
0,0,0.26019259044936205
1,0,0.3059219369544996
0,0,0.23824438423890174
0,0,0.26606926009261883
0,0,0.2912217250823554
0,0,0.29955443783834995
0,0,0.2590183172497511
1,0,0.34508821462470773
1,0,0.33326417509651546
0,0,0.2495044178635343
0,0,0.2699411380897992
0,0,0.282884883061975
0,0,0.29418467133222687
1,0,0.3324303482940914
3,0,0.3492468815609448
6,1,0.4672273951655744
0,0,0.21571882208474638
0,0,0.19751013402885653
0,0,0.21359265153565615
0,0,0.27575904835949483
1,0,0.3106700280593583
1,0,0.3644905950243509
1,0,0.30951990481026453
1,0,0.43968186989751523
1,0,0.30840858506278646
0,0,0.2789550349942729
0,0,0.17937841660746598
1,0,0.3065673625623228
0,0,0.22980555520721666
1,0,0.3072469726736608
0,0,0.2862814401504328
0,0,0.17258164203055953
0,0,0.2630273665338638
0,0,0.2752255059254063
1,0,0.3077697911138383
0,0,0.2854711222305716
0,0,0.27280143709584287
8,0,0.4207486471233186
0,0,0.23064924493329927
0,0,0.28585041831767866
1,0,0.37270973412528957
0,0,0.2765229098307498
0,0,0.25351897048479133
2,0,0.3144296423584185
0,0,0.27214862088275243
0,0,0.2574211705633266
4,0,0.3616316042718169
0,0,0.2551026721002196
0,0,0.211186952262762
0,0,0.2990028978696153
0,0,0.2545890713820719
7,0,0.39505266019988794
0,0,0.29525890572583063
1,0,0.3192630019955503
0,0,0.27772097104244436
0,0,0.2529959627713841
0,0,0.2818931852467931
1,1,0.47645703424047603
3,0,0.40790926343833395
2,0,0.3897063317857035
0,0,0.19022675676648626
2,0,0.41952289673424675
0,0,0.2139894741268429
0,0,0.25763075073733804
0,0,0.20734697744454778
0,0,0.1477709603524258
0,0,0.27063928816319877
0,0,0.18195980876779452
0,0,0.2086757973618665
0,0,0.19852171107090805
6,0,0.4139085191507319
0,0,0.21553584943843324
0,0,0.2045184159412415
0,0,0.2243630382524333
0,0,0.24353061121541894
16,0,0.43974379323083607
0,0,0.263739883388998
4,0,0.37783057412044907
2,0,0.3782395991540114
0,0,0.29934927169193903
1,0,0.4117836810204104
0,0,0.2564836251271339
2,0,0.32330676944904996
0,0,0.2372316220361551
6,0,0.440675138707307
0,0,0.21660172676958644
0,0,0.17318473080188992
0,0,0.23482120734741974
1,0,0.3059682721841562
0,0,0.26535719164130395
0,0,0.238033795030165
0,0,0.2622659161263989
0,0,0.2826194932577337
0,0,0.25242902012237817
1,0,0.3177377653755365
0,0,0.25977482983885236
0,0,0.2585649054877175
0,0,0.17508640321503954
0,0,0.2654437948477447
1,0,0.3016947394445165
1,0,0.3048892949929462
0,0,0.22092766098508526
0,0,0.19315638046359224
2,0,0.3238943929126227
3,0,0.34760027662291537
1,0,0.34363956109684385
0,0,0.25179533808317556
0,0,0.2730859954678185
2,0,0.3622688026214605
0,0,0.2871025097047564
1,0,0.3674647558946267
0,0,0.23796166570083815
0,0,0.28378051189484965
0,0,0.17682868086613507
2,0,0.40078227435188973
0,0,0.18829025247005202
0,0,0.2841222369966297
2,0,0.3491394397877581
1,1,0.47039172816753655
0,0,0.287746923116717
0,0,0.2758609258269287
0,0,0.26948389610160434
0,0,0.16655790112072633
0,0,0.18138296313957825
16,5,0.7870599535954516
10,2,0.5977040207680626
12,3,0.5713456777147351
0,0,0.15550035550389052
4,1,0.46578137002190256
0,0,0.28908340358521556
0,0,0.2462750464160899
8,0,0.4016480925580563
0,0,0.24109594430770778
3,0,0.37262049752114196
0,0,0.2592446573677104
7,1,0.49637038244879356
0,0,0.21218173731275208
0,0,0.16785528154192758
3,0,0.37038750307268414
2,0,0.3163987411753371
0,0,0.22896852473772736
3,0,0.3736057229479052
3,0,0.34865148344801555
1,1,0.6354688207052078
0,0,0.2554724479390919
1,0,0.3891429876118112
0,0,0.16918163990497995
28,2,0.5476660004057008
0,0,0.17857449096737713
35,2,0.5311007327931475
3,0,0.3504886995145179
0,0,0.19598848820237713
0,0,0.16887393358042044
1,0,0.323006793239875
0,0,0.2974754657407101
2,0,0.34128376589366044
0,0,0.23525877658710148
0,0,0.21385862580341825
1,0,0.35291334633448107
1,0,0.32263562429210957
2,0,0.42043727765222333
0,0,0.27448040484643044
0,0,0.21381024426404055
14,2,0.5217489126160517
1,0,0.3240621077757206
0,0,0.20273505946140322
0,0,0.25403947725741266
2,0,0.3601364823268551
3,0,0.33234513261126725
0,0,0.2258837648308006
5,0,0.35355839786183835
0,0,0.23021212838012062
0,0,0.2698906784915
0,0,0.24803195359581168
0,0,0.2017485074723513
5,0,0.387925311414152
0,0,0.18643199558727033
3,0,0.35263357271434503
40,8,0.8951708625591881
1,0,0.3222295428784189
0,0,0.2630874016772563
0,0,0.2306018964474273
0,0,0.2244996187144125
0,0,0.2086578581123055
0,0,0.2243681401614793
0,0,0.27004045852170694
1,0,0.3111955086926046
0,0,0.2124426743892528
1,0,0.306891047527817
0,0,0.29192145488401167
0,0,0.21578145090417153
0,0,0.2881997852893917
0,0,0.24863617566485113
0,0,0.2964281734726464
1,0,0.3624168192348962
0,0,0.19215438760404469
0,0,0.22476935111454974
0,0,0.24627733273709343
0,0,0.21319014427008265
0,0,0.22835733893048488
0,0,0.19569429519842174
1,0,0.3170502297422852
0,0,0.23827818289472485
1,1,0.581120988835126
0,0,0.18199983098216918
0,0,0.2218532650802533
0,0,0.2251905464030849
2,0,0.3373882680244065
1,0,0.3007060028799612
0,0,0.16699413436037733
11,1,0.4809559595557122
1,0,0.30070576300837737
0,0,0.1808503615752089
0,0,0.22402957634692622
0,0,0.23315273898885325
0,0,0.23440988101124813
2,0,0.3318177438677187
0,0,0.2971776743124816
2,0,0.43485871152943184
21,0,0.4219141108001496
9,0,0.4141518355495853
0,0,0.25435148192640816
1,0,0.3733271737018861
0,0,0.29355974225464404
1,0,0.3139944100904023
0,0,0.24772693837047388
4,0,0.40372264911466976
0,0,0.23643532485154206
0,0,0.2014765942345217
3,1,0.4716526863521259
0,0,0.18735073019561174
0,0,0.2702565968446775
0,0,0.25047679716631116
7,2,0.5045531801805929
0,0,0.21970942767820334
0,0,0.2644704782043899
0,0,0.2091360522109299
1,0,0.3529492494042948
0,0,0.2521464589295554
0,0,0.22782806593825522
21,6,0.6749306076490021
0,0,0.18720469839153056
1,0,0.3156335471248351
0,0,0.17979860886165855
9,2,0.5704439257926953
0,0,0.2636585445134988
2,0,0.3411802511642821
0,0,0.207649598958668
0,0,0.15973741079427858
2,0,0.3322453333676732
128,66,0.7430192829544455
0,0,0.2074426413909091
2,0,0.34927588093475376
0,0,0.25400586885458937
0,0,0.17260491303967898
0,0,0.2141957156211912
0,0,0.29006114012950046
0,0,0.24645398330365909
0,0,0.17802304820113382
0,0,0.22323677819401982
0,0,0.20201130333630335
0,0,0.2593374029984997
0,0,0.2671938229369171
0,0,0.265739641802204
0,0,0.212604028994501
0,0,0.2836714922085154
5,0,0.4380591323279722
0,0,0.29528048229564957
0,0,0.18418297299118525
4,0,0.4273599016641275
0,0,0.2513236347686017
0,0,0.1758309607242356
0,0,0.2696672694600011
0,0,0.24276830289480536
0,0,0.2203549812829631
1,0,0.30143440531600785
0,0,0.18512497966779665
0,0,0.2419367126139156
4,0,0.35651604728023
0,0,0.2502462366537337
0,0,0.27412934380031034
0,0,0.22670519736601122
0,0,0.2500076091323349
8,1,0.613376017809615
0,0,0.22853002191690552
1,0,0.3226990502320756
2,0,0.3687620210283455
20,3,0.5595488840528304
0,0,0.25609846475969783
0,0,0.26112411824038173
2,0,0.33143062709269994
55,4,0.5663210220165925
0,0,0.17807258231238882
5,0,0.36747867141835155
0,0,0.19708082178215003
1,0,0.30344793218849436
2,0,0.39596710685173503
36,2,0.45854470465522723
0,0,0.16981506859346646
3,0,0.4102698060427141
0,0,0.1705717097191332
2,0,0.31963282936419307
0,0,0.2594508525630567
0,0,0.28338731053095023
6,0,0.3928922615699343
82,5,0.5705799782414797
0,0,0.2032202509694542
0,0,0.2778066057777672
0,0,0.2743822183140792
7,1,0.5211218429335905
3,1,0.563240328636181
0,0,0.16709930273626397
1,0,0.3410060062726204
1,0,0.3659348152427511
0,0,0.2094188111589803
20,2,0.4744094435736276
3,0,0.3406934539228159
3,0,0.39772804049064525
0,0,0.16187867228429761
2,0,0.3525868009655544
0,0,0.21721276476504808
0,0,0.2188643208196751
0,0,0.2234294716452217
1,0,0.32867702198152554
67,3,0.5456254981880488
4,1,0.46263719396040026
1,0,0.3312711661894831
1,0,0.34456894007181205
0,0,0.2406509264621961
0,0,0.22726398768237038
0,0,0.19475512027691608
0,0,0.22237257841140995
0,0,0.21450392309099098
3,0,0.33894301814660804
0,0,0.22263688625517056
0,0,0.22563759367470002
0,0,0.20722376865919065
5,0,0.39523463624984184
0,0,0.2665940532352567
0,0,0.28119584833187705
0,0,0.287635212824088
4,2,0.585873098361871
0,0,0.29060108498611437
0,0,0.28753810075786534
1,0,0.3212686901913181
0,0,0.17972263181458248
0,0,0.24947310023823702
0,0,0.29243806445756326
8,0,0.39375617507254546
1,0,0.3665405983116932
0,0,0.2957485117742293
0,0,0.23267982319320235
0,0,0.2239476842806565
1,0,0.33397185708806026
5,1,0.5061897651733809
0,0,0.28468874132067445
0,0,0.19704430246212262
0,0,0.19303331220653655
1,1,0.507724216274201
5,0,0.438723228595963
3,0,0.3629252900366819
2,0,0.44179401535114066
2,0,0.4237288283193204
1,0,0.3023618558605966
1,0,0.4377944248845674
24,3,0.5019402407358945
0,0,0.18245211382758822
0,0,0.29982809311121733
3,0,0.4090797366510213
1,1,0.49958421626160276
0,0,0.21632032613483287
1,0,0.3130702339965895
19,1,0.4651163579606354
1,0,0.3255969469806769
0,0,0.26845546527972824
0,0,0.25150070313307515
0,0,0.27769615316213864
0,0,0.2089098340565568
11,0,0.437190515911968
1,0,0.4243784270480588
0,0,0.18749850273171098
0,0,0.18226891186899744
0,0,0.2171016258853302
1,0,0.31238873990696997
0,0,0.19067124591350704
0,0,0.25453939586592195
0,0,0.23800421976016128
1,0,0.3128207893663681
1,0,0.3101600366301422
7,0,0.36889986151209037
0,0,0.2260673239553139
0,0,0.20121916981531113
0,0,0.22986061337848104
0,0,0.21523212284813656
2,0,0.3905574067058312
0,0,0.20855215890307463
1,1,0.6249486131743565
2,1,0.48217951083819655
3,0,0.3617587537703083
0,0,0.15561423768414603
3,1,0.47877940371221434
54,2,0.5331471258426249
133,44,0.7673776318235965
2,0,0.3120275674036152
0,0,0.18758559757973922
0,0,0.19285276360604858
0,0,0.2174062002859419
0,0,0.18646057799845256
0,0,0.269692115122361
0,0,0.18787440291760352
7,0,0.3969649624551442
0,0,0.18961863866837625
2,0,0.3985467116996018
0,0,0.2953311986397292
0,0,0.176617108897018
54,3,0.550288360739926
2,0,0.3597743423524627
9,0,0.37398494827277273
0,0,0.2678907344623838
0,0,0.2880177983783588
0,0,0.2768619104135502
0,0,0.265805333473751
0,0,0.1992695610230424
1,0,0.3687112933173201
0,0,0.2985690548304608
2,0,0.32049254803501337
0,0,0.1990447516169589
0,0,0.1996193264466659
0,0,0.25235709581745364
0,0,0.21937731783818412
4,0,0.4436421134789587
0,0,0.21590625368954228
0,0,0.1862440070876943
0,0,0.24578579739698161
2,0,0.320539507774505
4,1,0.47289127799775843
2,0,0.38967896466082624
0,0,0.27905550818899144
0,0,0.2597861498714523
0,0,0.2918960220814978
15,4,0.6032985951306465
0,0,0.22344708674599492
0,0,0.2416715112059493
0,0,0.22455250501644503
2,0,0.3899840109991226
0,0,0.19620266518195556
1,0,0.42095467090341104
1,0,0.3579297109004842
2,0,0.32392195336709295
40,0,0.4395877665474993
0,0,0.20962714251608439
0,0,0.1702924935114962
1,0,0.308689419748034
2,0,0.44060071459706057
1,0,0.31817457648489395
2,0,0.3412951724331623
0,0,0.23290070323244336
0,0,0.24759555873949515
0,0,0.22962019526109292
21,3,0.5798083027436036
0,0,0.28292061628339615
0,0,0.16212466520008473
0,0,0.19077459777030953
0,0,0.18059433579278808
0,0,0.28049095610738717
0,0,0.28578731397171997
0,0,0.15843842555870166
2,0,0.3247524872413183
1,0,0.30327145392503174
4,0,0.384766351280174
0,0,0.17894943550778147
5,1,0.4744579739074355
0,0,0.24221006434360512
5,0,0.37078626466066866
0,0,0.24197658938075656
0,0,0.26540575602113853
3,0,0.3669852906427919
0,0,0.24948945495565458
0,0,0.2838764661922304
9,0,0.3797036190292479
1,0,0.30055728861172465
1,0,0.3415921005795728
0,0,0.22362454991765798
0,0,0.2547298238061764
0,0,0.23571032138724654
2,1,0.5559825047492324
7,0,0.36480225637492875
0,0,0.24886849079955742
0,0,0.21333554543024968
1,1,0.8944684282291794
0,0,0.22080875028785543
3,0,0.43410621016713397
0,0,0.2916586463305131
0,0,0.24413800369802857
0,0,0.2511536454027207
0,0,0.2388865526440272
0,0,0.1507572753710832
0,0,0.2917097786812009
0,0,0.24500588670335882
0,0,0.24364994100434337
0,0,0.24677620797757055
0,0,0.19697060748201087
0,0,0.16997285598830786
0,0,0.21140210813620594
0,0,0.18731277049299366
3,0,0.3215186431618238
0,0,0.25074120813611334
0,0,0.17230327306905968
1,0,0.3343374636439377
8,1,0.49927399598089833
0,0,0.2658625211915948
0,0,0.21158483192122907
0,0,0.20019897834581762
1,0,0.40662586129120765
14,2,0.6249973737554075
1,0,0.3843887359541935
0,0,0.2091134997609108
1,0,0.31432216499203425
0,0,0.24321572475441428
0,0,0.2368180216489431
0,0,0.20375737952759376
5,0,0.3675767086009596
5,0,0.37688189396861144
9,0,0.4212651471281165
1,1,0.49878722220616306
0,0,0.18046219247765719
0,0,0.24680733207966818
0,0,0.2083960985207076
0,0,0.24120763491132355
0,0,0.23304187964742487
1,0,0.3053589724015986
0,0,0.265029762095561
2,0,0.37076469585463256
1,0,0.3546770513451162
0,0,0.2965949548234518
0,0,0.2253088187680687
0,0,0.19475428954451532
0,0,0.25339716281075786
1,0,0.3852287122719751
1,0,0.31678139657293825
5,0,0.44602999966272094
10,1,0.6385241794737436
7,0,0.3889952276115223
0,0,0.22864498095132915
3,0,0.34395661794344806
1,0,0.30566472197707245
2,2,0.48821861782846343
0,0,0.1706516534450594
5,0,0.4201596636103397
4,0,0.39823214844974036
0,0,0.1675943937393672
0,0,0.23392225028297617
0,0,0.24754147356611503
2,0,0.30771201036857393
2,0,0.3129427253432655
0,0,0.29957969162873377
4,0,0.3804153928500524
0,0,0.2531070906660898
0,0,0.2024456912380883
58,3,0.5604017557911302
2,0,0.3184505659987318
0,0,0.2812029759116875
0,0,0.17702538785238806
2,0,0.3445244254758975
1,0,0.32685646003509
34,1,0.45666628096980455
1,0,0.4019635490509889
0,0,0.1573496146838433
0,0,0.282066755615799
0,0,0.22615476227646292
0,0,0.27224779074791156
0,0,0.2309812246598517
0,0,0.20223786508326436
0,0,0.15029951946180808
1,0,0.3533932582746344
0,0,0.20951568490953199
0,0,0.2697423919319329
0,0,0.2555290974898707
0,0,0.23115501698411364
0,0,0.2063305997777526
0,0,0.2831974035327202
0,0,0.2752488403871456
0,0,0.2505989364035205
0,0,0.2556691288008677
0,0,0.22618955064636245
4,0,0.337219525571656
0,0,0.25262410216771625
1,0,0.3638164817781647
0,0,0.18600342092999345
10,0,0.393819259847041
2,0,0.3530758377752847
1,0,0.3312376196651625
0,0,0.29037602895841835
0,0,0.17298825882589325
0,0,0.2920502596419175
0,0,0.19093499245014672
0,0,0.20365948070911713
1,0,0.35529707908286356
0,0,0.28779391837961305
0,0,0.27652497795005176
1,0,0.3762987232967425
0,0,0.24997134998569487
0,0,0.27225292469383344
0,0,0.2586950505538187
0,0,0.22239695657369157
1,0,0.34102232952762823
0,0,0.2432893777444855
1,0,0.3347852581624161
0,0,0.1936963019160817
1,0,0.39402889025630833
0,0,0.21602715362362102
3,0,0.30379044515200265
0,0,0.26814583998763986
0,0,0.21247200781114
1,0,0.31914308291258603
0,0,0.17659577118942357
0,0,0.26455510014415556
4,0,0.3365887341118991
0,0,0.27491838151995474
0,0,0.2539959399488718
1,1,0.4959639450719784
0,0,0.21219353124646848
0,0,0.24660189543093694
0,0,0.18152413692193378
5,0,0.38146610879110704
0,0,0.28013653009593315
4,0,0.3654506002331415
14,1,0.45703334448177185
1,0,0.3340862500538265
0,0,0.21784342952154834
0,0,0.250585237248186
0,0,0.18088728783783303
1,0,0.3716711057657969
6,1,0.5328726323607118
0,0,0.15676918003010107
0,0,0.18594128726596715
1,0,0.4044507577350587
0,0,0.19695466598992134
0,0,0.2349057497069493
0,0,0.2053421075360202
1,0,0.3203839686117515
0,0,0.23486365605892123
1,0,0.3019755600190264
3,0,0.3454891208797817
0,0,0.23841931948464629
0,0,0.24083815383862897
0,0,0.19080568010655577
0,0,0.1913560782575752
1,0,0.39705381338295415
0,0,0.26213691119510596
0,0,0.20943786143562085
1,0,0.311529907492669
0,0,0.1888950680033698
21,0,0.4376821694887959
1,0,0.3650630701716418
0,0,0.2641235176993305
1,0,0.3778440179814815
4,0,0.32851277093464587
1,0,0.41692043384831257
0,0,0.25566057236259826
0,0,0.27294942128140615
2,0,0.32242958461002924
1,0,0.42928074212213196
0,0,0.26155059844644374
0,0,0.24489575205278963
0,0,0.24232326700696036
1,0,0.38178902032326895
1,0,0.30525931540937484
1,0,0.32155790457265243
